"מק""ט טלמיר"
0000241
0000571
0000772
0000791
0001052
001108
0001339
001573
0001581
0001611
0001681
0001711
001873
002569
0002602
0002679
0003011
0003081
003141
0003379
003703
003815
0003892
004018
004198
004237
0004261
0004452
004614
0004959
0005019
005036
0005181
0005291
005573
0005659
0005702
0005733
0005804
0005942
0006182
0006313
0006381
0006489
0006524
006773
0006833
007138
007436
007437
0007505
0007629
0007661
0007672
0007772
007826
007848
0007849
0007882
0008002
008494
008522
0008531
0008771
0008823
0008861
008873
009065
0009339
009514
0009579
0009961
0010092
0010192
0010282
0010392
010406
0010471
010741
010781
0010823
010873
0011032
011179
011238
011466
011516
011569
0011681
0011705
0011781
0011921
012298
0012327
0012381
0012661
012679
0012949
012960
0013003
0013011
0013081
013103
0013339
0013423
0013443
0013482
0013539
0013643
0013731
0013762
013914
0014013
0014103
014428
0014452
015008
0015161
0015192
0015241
0015632
0015702
015718
015926
0015943
0016011
016138
0016182
0016341
0016352
0016371
0016942
0017021
0017331
0017492
017706
017841
0018002
0018072
0018183
0018278
0018531
0018762
0018805
018814
0018881
0019481
0019571
019578
0019581
0019911
0020074
0020392
020424
020766
0020959
0021242
0021321
0021471
0021483
0021581
021626
0021642
021773
0021852
0022071
0022121
0022382
022673
0022682
0023012
0023091
0023311
0023499
0023832
023873
0024323
0024452
024641
024856
0025071
0025103
025348
0025574
0025602
0026042
0026082
0026182
26186
0026681
0026961
0027194
027573
027595
0027662
0027819
0027823
0027972
0028002
0028079
0028371
028578
0028671
029276
0029382
0029571
0029581
0029821
0029932
0030021
030144
030179
0030392
0030439
030536
030626
0030679
0030771
0031183
0031264
0031581
0031594
032053
0032121
0032382
032614
0032623
032934
0032959
0033232
033413
0033582
0033643
0033683
0033762
0033832
033972
0034442
0034452
034473
0035213
0035602
035826
035927
0036151
036163
0036321
036614
036809
0037021
037814
038044
038337
0038371
038471
039044
039309
0039761
0039854
0039901
0039932
0040011
0040043
0040241
0040251
0040571
0040731
0040741
041053
0041281
0041581
041673
0041691
0041741
0041742
0041772
0041871
0041911
0041959
0041981
0042019
0042201
0042382
042612
0042623
042873
0043011
0043061
043282
0043313
0043842
0044312
0044452
045198
045237
0045341
0045342
0045621
0046321
0046339
0046492
046685
0046711
046827
0046882
0047043
0047059
0047412
0047441
047451
0047714
0047752
047773
047871
049224
0049582
0049603
0049702
0049761
0050011
0050043
0050339
0050568
050673
0050741
0050852
051018
0051052
0051281
0051292
0051582
051614
0051679
0051699
051873
052023
0052327
052413
0052949
0053211
053298
0053539
0054192
054237
054364
0054762
055051
0055082
0055341
055406
055676
0055752
0057623
0057781
0057941
058051
0058339
0058651
0058672
0059021
059827
0059829
060053
060941
0061012
0061161
0061243
0061434
0061471
061516
0061633
0061749
0062043
0062242
0062339
0062581
0062711
0063002
0063061
0063122
063364
0063381
0063662
0064001
0064121
0064132
064198
064244
064614
0064652
0064929
0064949
0065182
065814
0065881
0066048
0066481
0066851
066861
0067061
0067183
0067221
0067278
067353
0067441
0068001
068005
0068059
0068079
0068472
068873
0069142
069578
0069751
069773
069812
0069859
069926
0070111
0070223
0070439
070448
0070533
0070552
070562
070573
0070711
070715
070781
070873
0070897
0071359
071578
071626
0071684
0071821
0072252
0072542
0072632
0072731
073198
074036
0074321
0074561
074676
0074733
0074901
0074991
0075101
0075182
075341
075348
075615
075773
076138
0076382
076826
0077061
0077101
0077262
077522
077614
0077733
078065
0078461
078814
079276
0079381
0079541
0079553
079635
079666
080051
080151
0080359
080525
0080711
0080741
0080852
0081021
081212
0081542
081741
0081864
0081959
0082003
082103
0082138
0082242
0082571
082638
0082733
0082832
0083052
0083081
0083252
083873
0083942
0084281
084718
0084833
085068
0085132
085138
0085182
085427
0085541
0085711
085872
0085882
0086339
0086542
086546
0087082
0087331
0087432
0087641
087814
0087861
0088103
088659
0088742
0088981
089044
0089381
0090092
0090381
0090581
090626
0090681
0090711
0090741
090773
0090871
0090942
0090959
091594
0091602
0091679
0091922
0092071
0092081
092165
092165
092165
092198
0092359
0092379
0092442
0092582
092614
092759
0092843
092873
0093091
0093312
093413
093413
0093452
0093499
0093623
0093623
0093652
0093652
093856
0093861
093972
0094452
0094942
0095132
0095182
095237
0095242
0095339
0095541
0095611
0095742
0096259
096494
0096542
0096751
096827
0096838
0096951
097052
0097212
0097361
097394
0097532
0097623
0097633
0097702
097773
097821
0097861
0098151
0098262
098276
0098339
098416
098871
0099192
0099602
0100392
0100471
0100781
0101052
0101581
0101823
101934
0101959
102413
0102532
0102549
0103003
0103011
103141
0103339
0103452
0103572
104364
0104452
104732
0104968
0105677
0105921
0106011
0106042
0106182
0106192
0106242
106601
0106707
0106811
0106833
107438
107471
0107641
0107661
0107672
0107762
0108002
0108091
108384
0108531
0108762
0109242
0109431
0109961
0110021
110242
0110392
0110471
0110849
0110911
0111092
0111242
0111483
0111581
0111681
0112661
0112799
0112932
0113003
0113081
113141
0113252
0113412
0113423
0113443
0113482
0113548
0113643
0114051
0114103
114198
0114382
0114452
114614
0115192
0115452
0116182
0116352
0116537
0116771
0117021
0117221
0117331
0118002
0118072
0118339
0118559
0118762
119065
119422
0119453
119514
0119611
0119761
0119821
0120392
120406
0121051
0121081
121179
121238
0121242
0121471
0121522
121569
0121581
0121851
0122253
0122281
0122331
0122382
0122432
0122742
0122959
123042
0123091
123141
0123703
2023051
0123802
0124323
0124452
124573
124641
0124767
125008
0125213
0125602
0126042
0126272
0126632
0126661
0127183
0127252
127614
